en-CA;ESDPE7MLPCM;221730;PE07;64.99;;;;;;0
da-DK;ESDPE7MLPCM;221730;PE07;299.99;;;;;;0
de-DE;ESDPE7MLPCM;221730;PE07;39,99;;;;;;0
de-LI;ESDPE7MLPCM;221730;PE07;49;;;;;;0
en-AU;ESDPE7MLPCM;221730;PE07;79;;;;;;0
en-GB;ESDPE7MLPCM;221730;PE07;34.99;;;;;;0
en-IE;ESDPE7MLPCM;221730;PE07;39.99;;;;;;0
en-IN;ESDPE7MLPCM;221730;PE07;4,165;;;;;;0
en-MY;ESDPE7MLPCM;221730;PE07;209;;;;;;0
en-NZ;ESDPE7MLPCM;221730;PE07;69;;;;;;0
en-SG;ESDPE7MLPCM;221730;PE07;69;;;;;;0
en-US;ESDPE7MLPCM;221730;PE07;49.99;;;;;;0
en-ZA;ESDPE7MLPCM;221730;PE07;659;;;;;;0
es-MX;ESDPE7MLPCM;221730;PE07;1,099;;;;;;0
fr-FR;ESDPE7MLPCM;221730;PE07;39,99;;;;;;0
ja-JP;ESDPE7MLPCM;221730;PE07;7,800;;;;;;0
ko-KR;ESDPE7MLPCM;221730;PE07;66,800;;;;;;0
nb-NO;ESDPE7MLPCM;221730;PE07;335;;;;;;0
pt-BR;ESDPE7MLPCM;5342962100;PE07;187;;;;;;0
se-SE;ESDPE7MLPCM;221730;PE07;355;;;;;;0
zh-HK;ESDPE7MLPCM;221730;PE07;399;;;;;;0
zh-TW;ESDPE7MLPCM;221730;PE07;1,590;;;;;;0
en-RW;ESDPE7MLPCM;221730;PE07;49.99;;;;;;0
