de-DE;ESDPTR2019ML;;PTR_2019;424,95;;;;;;
de-DE;ESDPTR2019MLUG;;PTR_2019;218,95;;;;;;
en-AU;ESDPTR2019ML;;PTR_2019;614;;;;;;
en-AU;ESDPTR2019MLUG;;PTR_2019;328;;;;;;
en-CA;ESDPTR2019ML;;PTR_2019;499;;;;;;
en-CA;ESDPTR2019MLUG;;PTR_2019;269;;;;;;
en-GB;ESDPTR2019ML;;PTR_2019;359.99;;;;;;
en-GB;ESDPTR2019MLUG;;PTR_2019;179.99;;;;;;
en-IE;ESDPTR2019ML;;PTR_2019;424.95;;;;;;
en-IE;ESDPTR2019MLUG;;PTR_2019;218.95;;;;;;
en-US;ESDPTR2019ML;;PTR_2019;429;;;;;;
en-US;ESDPTR2019MLUG;;PTR_2019;229;;;;;;
fr-FR;ESDPTR2019ML;;PTR_2019;424,95;;;;;;
fr-FR;ESDPTR2019MLUG;;PTR_2019;218,95;;;;;;
ja-JP;ESDPTR2019ML;;PTR_2019;53,784;;;;;;
ja-JP;ESDPTR2019MLUG;;PTR_2019;26,784;;;;;;
pt-BR;ESDPTR2019ML;;PTR_2019;1.050;;;;;;
pt-BR;ESDPTR2019MLUG;;PTR_2019;600;;;;;;
