en-CA;ESDWPX9STDEF;213721;OL_WP19;324.99;269.99;;CA$ 55;-17%;($55)
en-CA;ESDWPX9STDEFUG;213722;OL_WP19;207.99;174.99;;CA$ 30;-16%;($33)
en-GB;ESDWPX9STDEF;213721;OL_WP19;319.99;271.99;;15%;-15%;($48)
en-GB;ESDWPX9STDEFUG;213722;OL_WP19;154.99;129.99;;15%;-16%;($25)
en-IE;ESDWPX9STDEF;213721;OL_WP19;414.99;351.99;;15%;-15%;($63)
en-IE;ESDWPX9STDEFUG;213722;OL_WP19;204.99;173.99;;15%;-15%;($31)
en-US;ESDWPX9STDEF;213721;OL_WP19;249.99;209.99;;$40;-16%;($40)
en-US;ESDWPX9STDEFUG;213722;OL_WP19;159.99;134.99;;$25;-16%;($25)
en-AU;ESDWPX9STDEF;213721;OL_WP19;399.95;339.95;;15%;-15%;($60)
en-AU;ESDWPX9STDEFUG;213722;OL_WP19;229.95;195.95;;15%;-15%;($34)
