en-CA;ESDPTR2019ML;209759;PTR_2019;499;;;;;;
en-CA;ESDPTR2019MLUG;209760;PTR_2019;269;;;;;;
en-CA;PTR2019MLDP;5186621500;PTR_2019;499;;;;;;
en-CA;PTR2019MLDPUG;5186621600;PTR_2019;269;;;;;;
de-DE;ESDPTR2019ML;209759;PTR_2019;424,95;;;;;;0
de-DE;ESDPTR2019MLUG;209760;PTR_2019;218,95;;;;;;
en-AU;ESDPTR2019ML;209759;PTR_2019;614;;;;;;
en-AU;ESDPTR2019MLUG;209760;PTR_2019;328;;;;;;
en-GB;ESDPTR2019ML;209759;PTR_2019;359.99;;;;;;
en-GB;ESDPTR2019MLUG;209760;PTR_2019;179.99;;;;;;
en-US;ESDPTR2019ML;209759;PTR_2019;429;;;;;;
en-US;ESDPTR2019MLUG;209760;PTR_2019;229;;;;;;
en-US;PTR2019MLDP;5186621500;PTR_2019;429;;;;;;
en-US;PTR2019MLDPUG;5186621600;PTR_2019;229;;;;;;
fr-FR;ESDPTR2019ML;209759;PTR_2019;424,95;;;;;;
fr-FR;ESDPTR2019MLUG;209760;PTR_2019;218,95;;;;;;
ja-JP;ESDPTR2019ML;209759;PTR_2019;53,784;;;;;;
ja-JP;ESDPTR2019MLUG;209760;PTR_2019;26,784;;;;;;
