en-CA;ESDVS2019PRML;188321;VSP PRO X10;79.99;51.99;;35%;-35%;-$28
en-CA;ESDVS2019PRMLUG;188322;VSP PRO X10;59.99;38.99;;35%;-35%;-$21
de-DE;ESDVS2019PRML;188321;VSP PRO X10;69,99;44,99;;35 %;-36%;-$25
de-DE;ESDVS2019PRMLUG;188322;VSP PRO X10;49,99;31,99;;35 %;-36%;-$18
en-AU;ESDVS2019PRML;188321;VSP PRO X10;99;64;;35%;-35%;-$35
en-AU;ESDVS2019PRMLUG;188322;VSP PRO X10;79;51;;35%;-35%;-$28
en-GB;ESDVS2019PRML;188321;VSP PRO X10;69.99;44.99;;35%;-36%;-$25
en-GB;ESDVS2019PRMLUG;188322;VSP PRO X10;49.99;31.99;;35%;-36%;-$18
en-IE;ESDVS2019PRML;188321;VSP PRO X10;69.99;44.99;;35%;-36%;-$25
en-IE;ESDVS2019PRMLUG;188322;VSP PRO X10;49.99;31.99;;35%;-36%;-$18
en-US;ESDVS2019PRML;188321;VSP PRO X10;79.99;51.99;;35%;-35%;-$28
en-US;ESDVS2019PRMLUG;188322;VSP PRO X10;59.99;38.99;;35%;-35%;-$21
fr-FR;ESDVS2019PRML;188321;VSP PRO X10;69,99;44,99;;35 %;-36%;-$25
fr-FR;ESDVS2019PRMLUG;188322;VSP PRO X10;49,99;31,99;;35 %;-36%;-$18
ja-JP;ESDVS2019PRML;188321;VSP PRO X10;13,824;8,980;;35%;-35%;-$4,839
ja-JP;ESDVS2019PRMLUG;188322;VSP PRO X10;7,538;4,880;;35%;-35%;-$2,639
