coreldraw;en;en-US;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;en;en-CA;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;en;en-GB;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;en;en-AU;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;en;en-IE;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;de;de-DE;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;fr;fr-FR;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;la;es-ES;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;br;pt-BR;coreldraw;coreldraw;technical-suite;corel-cad;home-student
coreldraw;jp;ja-JP;coreldraw;coreldraw;technical-suite;corel-cad;home-student
